100;0; 0;0;2D;Random; 1;false;1;1000;1;1023.28;-1.#INF;94;5;-1.07374e+008;82;
CLOUD SIZE;sizeX; sizeY; sizeZ;2D/3D;FILE;H;PREPROC;NGB;NGP_PAR;GOALS; dist(start-goal);Q_MEAN_SIZE;Q_OPEN;Q_CLOSE;PATH SIZE;EXEC TIME;
100;0; 0;0;2D;Random; 1;false;1;1000;1;1023.28;-1.#INF;94;5;-1.07374e+008;226;
CLOUD SIZE;sizeX; sizeY; sizeZ;2D/3D;FILE;H;PREPROC;NGB;NGP_PAR;GOALS; dist(start-goal);Q_MEAN_SIZE;Q_OPEN;Q_CLOSE;PATH SIZE;EXEC TIME;
100;0; 0;0;2D;Random; 1;false;1;1000;1;1023.28;-1.#INF;94;5;-1.07374e+008;67;
CLOUD SIZE;sizeX; sizeY; sizeZ;2D/3D;FILE;H;PREPROC;NGB;NGP_PAR;GOALS; dist(start-goal);Q_MEAN_SIZE;Q_OPEN;Q_CLOSE;PATH SIZE;EXEC TIME;
100;0; 0;0;2D;Random; 1;false;1;1000;1;1023.28;-1.#INF;94;5;-1.07374e+008;207;
CLOUD SIZE;sizeX; sizeY; sizeZ;2D/3D;FILE;H;PREPROC;NGB;NGP_PAR;GOALS; dist(start-goal);Q_MEAN_SIZE;Q_OPEN;Q_CLOSE;PATH SIZE;EXEC TIME;
100;0; 0;0;2D;Random; 1;false;1;1000;1;1023.28;-1.#INF;76;3;-1.07374e+008;52059;
CLOUD SIZE;sizeX; sizeY; sizeZ;2D/3D;FILE;H;PREPROC;NGB;NGP_PAR;GOALS; dist(start-goal);Q_MEAN_SIZE;Q_OPEN;Q_CLOSE;PATH SIZE;EXEC TIME;
100;0; 0;0;2D;Random; 1;false;1;1000;1;1023.28;-1.#INF;76;3;-1.07374e+008;24;
CLOUD SIZE;sizeX; sizeY; sizeZ;2D/3D;FILE;H;PREPROC;NGB;NGP_PAR;GOALS; dist(start-goal);Q_MEAN_SIZE;Q_OPEN;Q_CLOSE;PATH SIZE;EXEC TIME;
100;0; 0;0;2D;Random; 1;false;1;1000;1;1023.28;-1.#INF;76;3;-1.07374e+008;27;
CLOUD SIZE;sizeX; sizeY; sizeZ;2D/3D;FILE;H;PREPROC;NGB;NGP_PAR;GOALS; dist(start-goal);Q_MEAN_SIZE;Q_OPEN;Q_CLOSE;PATH SIZE;EXEC TIME;
100;0; 0;0;2D;Random; 1;false;1;1000;1;1023.28;-1.#INF;76;3;-1.07374e+008;24;
CLOUD SIZE;sizeX; sizeY; sizeZ;2D/3D;FILE;H;PREPROC;NGB;NGP_PAR;GOALS; dist(start-goal);Q_MEAN_SIZE;Q_OPEN;Q_CLOSE;PATH SIZE;EXEC TIME;
100;0; 0;0;2D;Random; 1;false;1;1000;1;1023.28;-1.#INF;76;3;-1.07374e+008;27;
CLOUD SIZE;sizeX; sizeY; sizeZ;2D/3D;FILE;H;PREPROC;NGB;NGP_PAR;GOALS; dist(start-goal);Q_MEAN_SIZE;Q_OPEN;Q_CLOSE;PATH SIZE;EXEC TIME;
100;0; 0;0;2D;Random; 1;false;1;1000;1;1023.28;-1.#INF;76;3;-1.07374e+008;24;
